ward_id,ward_name,year,month,date,rainfall_mm,avg_temp_c,groundwater_depth_m,tanker_price_inr,population_density,complaint_count,risk_score,risk_label
12,Basavanagudi,2025,10,2025-10-01,138.6,21.7,13.12,903.0,12732,15,36.4,Medium
12,Basavanagudi,2025,11,2025-11-01,50.6,18.7,13.19,922.0,13572,23,25.9,Low
12,Basavanagudi,2025,12,2025-12-01,9.2,17.8,13.19,939.0,13447,12,36.4,Medium
12,Basavanagudi,2026,1,2026-01-01,3.3,18.9,13.2,966.0,12153,18,31.9,Medium
12,Basavanagudi,2026,2,2026-02-01,7.6,22.1,13.22,940.0,13385,16,25.2,Low
12,Basavanagudi,2026,3,2026-03-01,11.2,25.0,13.37,1475.0,12162,39,75.1,Critical
12,Basavanagudi,2026,4,2026-04-01,43.9,27.9,13.53,1501.0,13985,39,64.1,High
12,Basavanagudi,2026,5,2026-05-01,103.3,29.5,13.69,1473.0,12793,37,60.6,High
12,Basavanagudi,2026,6,2026-06-01,91.0,30.2,13.75,974.0,13869,19,40.1,Medium
13,Electronic City,2024,7,2024-07-01,61.7,29.9,17.5,1052.0,18204,37,64.8,High
13,Electronic City,2024,8,2024-08-01,103.3,27.6,17.27,1049.0,17566,38,59.4,High
13,Electronic City,2024,9,2024-09-01,153.0,25.6,17.06,1025.0,18099,31,65.1,High
13,Electronic City,2024,10,2024-10-01,93.1,23.0,16.9,984.0,18359,32,61.3,High
13,Electronic City,2024,11,2024-11-01,41.7,19.4,17.0,1030.0,17911,31,60.2,High
13,Electronic City,2024,12,2024-12-01,8.2,18.7,17.06,1026.0,16557,39,67.5,High
13,Electronic City,2025,1,2025-01-01,3.3,20.8,17.11,1019.0,17485,29,49.8,Medium
13,Electronic City,2025,2,2025-02-01,5.2,23.0,17.17,1021.0,16665,30,61.2,High
13,Electronic City,2025,3,2025-03-01,12.4,25.2,17.38,1674.0,16875,52,99.9,Critical
13,Electronic City,2025,4,2025-04-01,34.6,28.2,17.53,1691.0,16699,51,94.8,Critical
13,Electronic City,2025,5,2025-05-01,93.7,30.5,17.74,1625.0,16428,52,98.1,Critical
13,Electronic City,2025,6,2025-06-01,73.9,31.7,17.79,1079.0,16823,35,57.6,High
13,Electronic City,2025,7,2025-07-01,72.9,30.1,17.86,1063.0,17593,32,64.7,High
13,Electronic City,2025,8,2025-08-01,75.3,28.3,17.6,1043.0,16909,39,66.5,High
13,Electronic City,2025,9,2025-09-01,156.0,25.5,17.42,1076.0,16574,27,51.4,Medium
13,Electronic City,2025,10,2025-10-01,101.5,22.2,17.24,1008.0,17154,31,62.9,High
13,Electronic City,2025,11,2025-11-01,41.1,21.0,17.27,1050.0,18056,35,70.0,High
13,Electronic City,2025,12,2025-12-01,9.7,18.4,17.32,1038.0,16472,26,50.3,Medium
13,Electronic City,2026,1,2026-01-01,2.9,19.8,17.4,1042.0,18076,27,60.1,High
13,Electronic City,2026,2,2026-02-01,4.7,21.6,17.5,1076.0,17311,27,59.4,High
13,Electronic City,2026,3,2026-03-01,12.8,26.0,17.7,1621.0,18218,45,93.2,Critical
13,Electronic City,2026,4,2026-04-01,33.9,28.7,17.91,1666.0,16514,43,86.2,Critical
13,Electronic City,2026,5,2026-05-01,91.0,30.1,18.13,1669.0,17871,43,96.1,Critical
13,Electronic City,2026,6,2026-06-01,75.5,31.2,18.24,1011.0,17234,37,62.8,High
14,Bommanahalli,2024,7,2024-07-01,91.6,29.9,16.18,957.0,15107,33,50.1,Medium
14,Bommanahalli,2024,8,2024-08-01,95.7,28.8,15.95,1017.0,15881,21,52.1,Medium
14,Bommanahalli,2024,9,2024-09-01,165.1,25.4,15.69,958.0,15983,28,51.1,Medium
14,Bommanahalli,2024,10,2024-10-01,115.9,21.2,15.42,966.0,15280,24,43.7,Medium
14,Bommanahalli,2024,11,2024-11-01,37.7,19.6,15.48,978.0,14613,25,45.8,Medium
14,Bommanahalli,2024,12,2024-12-01,9.7,18.6,15.52,967.0,15336,21,51.0,Medium
14,Bommanahalli,2025,1,2025-01-01,3.6,20.7,15.58,956.0,15321,22,38.4,Medium
14,Bommanahalli,2025,2,2025-02-01,6.2,21.1,15.62,983.0,15528,21,42.6,Medium
14,Bommanahalli,2025,3,2025-03-01,10.6,25.2,15.81,1562.0,14774,39,87.5,Critical
14,Bommanahalli,2025,4,2025-04-01,32.8,28.2,16.03,1584.0,15229,46,91.2,Critical
14,Bommanahalli,2025,5,2025-05-01,101.4,29.4,16.19,1652.0,14962,39,83.2,Critical
14,Bommanahalli,2025,6,2025-06-01,87.4,30.5,16.26,1006.0,15712,23,43.0,Medium
14,Bommanahalli,2025,7,2025-07-01,87.4,29.9,16.27,1013.0,15744,27,52.7,Medium
14,Bommanahalli,2025,8,2025-08-01,103.3,28.9,16.05,1022.0,15437,24,53.5,Medium
14,Bommanahalli,2025,9,2025-09-01,166.3,25.5,15.82,996.0,15827,23,47.7,Medium
14,Bommanahalli,2025,10,2025-10-01,135.1,22.5,15.56,1038.0,15518,25,48.4,Medium
14,Bommanahalli,2025,11,2025-11-01,49.8,20.1,15.62,1020.0,15279,32,50.9,Medium
14,Bommanahalli,2025,12,2025-12-01,9.9,18.1,15.7,1008.0,15270,29,44.1,Medium
14,Bommanahalli,2026,1,2026-01-01,3.7,20.1,15.74,1019.0,16491,26,38.0,Medium
14,Bommanahalli,2026,2,2026-02-01,5.7,22.0,15.79,1003.0,15710,26,52.1,Medium
14,Bommanahalli,2026,3,2026-03-01,12.9,25.1,15.97,1583.0,14609,37,72.6,High
14,Bommanahalli,2026,4,2026-04-01,41.3,27.2,16.2,1572.0,15184,41,70.2,High
14,Bommanahalli,2026,5,2026-05-01,85.2,30.1,16.37,1635.0,15198,39,86.4,Critical
14,Bommanahalli,2026,6,2026-06-01,63.1,31.6,16.44,1029.0,14889,33,58.9,High
15,Hebbal,2024,7,2024-07-01,72.3,30.1,13.44,909.0,13810,17,39.7,Medium
15,Hebbal,2024,8,2024-08-01,104.6,26.8,13.23,900.0,14184,20,38.7,Medium
15,Hebbal,2024,9,2024-09-01,140.0,25.3,13.03,882.0,13204,26,36.1,Medium
15,Hebbal,2024,10,2024-10-01,123.6,21.7,12.78,956.0,14055,23,40.8,Medium
15,Hebbal,2024,11,2024-11-01,47.2,19.7,12.81,955.0,14235,26,41.3,Medium
15,Hebbal,2024,12,2024-12-01,9.2,19.0,12.82,884.0,13236,19,29.6,Low
15,Hebbal,2025,1,2025-01-01,3.5,19.6,12.85,885.0,13767,17,31.0,Medium
15,Hebbal,2025,2,2025-02-01,7.1,22.0,12.95,929.0,13979,17,27.5,Low
15,Hebbal,2025,3,2025-03-01,12.2,23.9,13.11,1435.0,13273,41,73.4,High
15,Hebbal,2025,4,2025-04-01,37.2,27.7,13.3,1484.0,14680,36,57.3,High
15,Hebbal,2025,5,2025-05-01,75.3,30.5,13.46,1476.0,14075,32,66.2,High
15,Hebbal,2025,6,2025-06-01,85.3,31.3,13.51,899.0,13228,25,41.2,Medium
15,Hebbal,2025,7,2025-07-01,78.5,30.6,13.51,960.0,14093,28,38.0,Medium
15,Hebbal,2025,8,2025-08-01,120.1,28.3,13.26,981.0,13899,20,38.5,Medium
15,Hebbal,2025,9,2025-09-01,153.3,25.7,13.06,900.0,14621,23,34.6,Medium
15,Hebbal,2025,10,2025-10-01,142.1,22.0,12.81,884.0,13413,18,22.1,Low
15,Hebbal,2025,11,2025-11-01,42.9,19.1,12.85,904.0,14408,19,31.0,Medium
15,Hebbal,2025,12,2025-12-01,11.2,19.7,12.92,882.0,14926,25,39.2,Medium
15,Hebbal,2026,1,2026-01-01,3.9,20.3,12.92,960.0,13499,24,37.9,Medium
15,Hebbal,2026,2,2026-02-01,7.2,22.1,12.97,932.0,13537,20,31.1,Medium
15,Hebbal,2026,3,2026-03-01,13.0,25.5,13.1,1486.0,13556,42,64.0,High
15,Hebbal,2026,4,2026-04-01,43.2,27.4,13.23,1517.0,14465,40,61.7,High
15,Hebbal,2026,5,2026-05-01,96.2,29.7,13.36,1498.0,13436,36,58.1,High
15,Hebbal,2026,6,2026-06-01,71.8,31.4,13.39,942.0,14132,21,37.3,Medium
16,Yelahanka,2024,7,2024-07-01,66.2,29.3,15.4,981.0,14208,29,55.0,High
16,Yelahanka,2024,8,2024-08-01,84.1,28.8,15.15,998.0,14224,27,49.4,Medium
16,Yelahanka,2024,9,2024-09-01,176.1,24.4,14.95,949.0,14704,30,38.7,Medium
16,Yelahanka,2024,10,2024-10-01,122.5,21.5,14.75,942.0,15271,27,39.4,Medium
16,Yelahanka,2024,11,2024-11-01,43.5,18.9,14.77,987.0,13979,27,53.0,Medium
16,Yelahanka,2024,12,2024-12-01,11.3,18.7,14.78,927.0,14726,28,34.5,Medium
16,Yelahanka,2025,1,2025-01-01,3.0,20.4,14.79,997.0,15466,20,53.3,Medium
16,Yelahanka,2025,2,2025-02-01,5.5,21.9,14.79,985.0,14840,28,54.6,Medium
16,Yelahanka,2025,3,2025-03-01,10.4,24.7,14.99,1596.0,14133,35,80.8,Critical
16,Yelahanka,2025,4,2025-04-01,37.1,27.6,15.21,1550.0,14240,37,65.6,High
16,Yelahanka,2025,5,2025-05-01,89.4,30.3,15.4,1604.0,15341,44,82.2,Critical
16,Yelahanka,2025,6,2025-06-01,70.1,30.9,15.45,1011.0,14551,19,53.5,Medium
16,Yelahanka,2025,7,2025-07-01,93.3,30.1,15.46,987.0,15148,25,50.6,Medium
16,Yelahanka,2025,8,2025-08-01,122.6,28.7,15.21,1016.0,15097,23,44.3,Medium
16,Yelahanka,2025,9,2025-09-01,166.4,25.8,15.01,927.0,14095,22,32.6,Medium
16,Yelahanka,2025,10,2025-10-01,106.4,22.4,14.79,983.0,14962,24,53.9,Medium
16,Yelahanka,2025,11,2025-11-01,36.9,19.7,14.85,949.0,14580,25,45.5,Medium
16,Yelahanka,2025,12,2025-12-01,10.7,18.9,14.89,986.0,15629,27,37.5,Medium
16,Yelahanka,2026,1,2026-01-01,3.4,20.1,14.97,930.0,14132,24,41.4,Medium
16,Yelahanka,2026,2,2026-02-01,6.6,21.5,15.05,1000.0,14199,27,50.8,Medium
16,Yelahanka,2026,3,2026-03-01,10.4,25.8,15.23,1597.0,15402,35,71.3,High
16,Yelahanka,2026,4,2026-04-01,39.7,27.4,15.45,1605.0,14019,44,73.6,High
16,Yelahanka,2026,5,2026-05-01,73.3,30.5,15.63,1543.0,14870,38,80.0,Critical
16,Yelahanka,2026,6,2026-06-01,77.6,30.6,15.66,952.0,15108,28,44.7,Medium
17,RT Nagar,2024,7,2024-07-01,69.9,30.6,13.68,939.0,13406,16,46.2,Medium
17,RT Nagar,2024,8,2024-08-01,122.6,27.8,13.49,961.0,13479,18,30.0,Medium
17,RT Nagar,2024,9,2024-09-01,171.3,24.2,13.22,918.0,13644,26,31.2,Medium
17,RT Nagar,2024,10,2024-10-01,148.3,22.7,13.04,883.0,13570,17,33.1,Medium
17,RT Nagar,2024,11,2024-11-01,43.1,19.6,13.03,896.0,13768,18,36.2,Medium
17,RT Nagar,2024,12,2024-12-01,9.9,18.9,13.08,954.0,13031,26,44.2,Medium
17,RT Nagar,2025,1,2025-01-01,3.0,18.5,13.11,901.0,13333,25,46.4,Medium
17,RT Nagar,2025,2,2025-02-01,7.8,20.7,13.17,964.0,14094,15,27.9,Low
17,RT Nagar,2025,3,2025-03-01,11.4,24.7,13.3,1542.0,14063,30,71.0,High
17,RT Nagar,2025,4,2025-04-01,43.0,27.7,13.49,1487.0,14589,30,49.0,Medium
17,RT Nagar,2025,5,2025-05-01,79.8,30.5,13.63,1512.0,13510,41,68.9,High
17,RT Nagar,2025,6,2025-06-01,72.6,30.3,13.7,963.0,14111,18,35.3,Medium
17,RT Nagar,2025,7,2025-07-01,70.8,29.3,13.77,953.0,12951,16,39.1,Medium
17,RT Nagar,2025,8,2025-08-01,105.0,27.8,13.59,911.0,13257,17,28.6,Low
17,RT Nagar,2025,9,2025-09-01,139.2,25.1,13.4,955.0,12721,25,41.1,Medium
17,RT Nagar,2025,10,2025-10-01,114.1,21.2,13.16,930.0,13994,17,45.5,Medium
17,RT Nagar,2025,11,2025-11-01,38.2,19.3,13.19,955.0,13140,20,46.2,Medium
17,RT Nagar,2025,12,2025-12-01,8.7,17.7,13.27,980.0,12901,25,42.4,Medium
17,RT Nagar,2026,1,2026-01-01,3.5,19.8,13.32,909.0,14265,14,22.2,Low
17,RT Nagar,2026,2,2026-02-01,7.6,21.6,13.33,974.0,14299,18,23.5,Low
17,RT Nagar,2026,3,2026-03-01,12.4,24.0,13.51,1533.0,13430,29,64.3,High
17,RT Nagar,2026,4,2026-04-01,33.2,27.1,13.65,1484.0,14407,29,65.5,High
17,RT Nagar,2026,5,2026-05-01,83.5,29.5,13.82,1518.0,12762,32,60.5,High
17,RT Nagar,2026,6,2026-06-01,70.8,31.5,13.86,960.0,14244,24,52.0,Medium
18,Malleshwaram,2024,7,2024-07-01,83.5,29.8,12.8,961.0,12205,14,25.7,Low
18,Malleshwaram,2024,8,2024-08-01,107.0,27.0,12.61,943.0,11317,22,36.1,Medium
18,Malleshwaram,2024,9,2024-09-01,181.9,25.5,12.42,871.0,12514,12,25.9,Low
18,Malleshwaram,2024,10,2024-10-01,160.4,20.6,12.24,878.0,12893,19,21.4,Low
18,Malleshwaram,2024,11,2024-11-01,53.9,20.0,12.24,915.0,12812,18,31.6,Medium
18,Malleshwaram,2024,12,2024-12-01,8.8,18.9,12.33,915.0,12326,11,37.6,Medium
18,Malleshwaram,2025,1,2025-01-01,4.0,19.3,12.34,908.0,11381,12,15.9,Low
18,Malleshwaram,2025,2,2025-02-01,7.1,20.5,12.42,881.0,11461,18,34.8,Medium
18,Malleshwaram,2025,3,2025-03-01,14.7,24.2,12.54,1470.0,13034,34,59.5,High
18,Malleshwaram,2025,4,2025-04-01,44.4,28.4,12.7,1512.0,11991,25,46.2,Medium
18,Malleshwaram,2025,5,2025-05-01,84.5,29.0,12.91,1506.0,13121,32,57.8,High
18,Malleshwaram,2025,6,2025-06-01,96.7,30.9,12.99,953.0,11646,17,21.6,Low
18,Malleshwaram,2025,7,2025-07-01,82.0,30.1,12.99,948.0,13098,21,34.6,Medium
18,Malleshwaram,2025,8,2025-08-01,133.4,28.5,12.71,928.0,13042,22,24.2,Low
18,Malleshwaram,2025,9,2025-09-01,170.5,25.4,12.44,936.0,11676,22,26.8,Low
18,Malleshwaram,2025,10,2025-10-01,158.9,20.7,12.23,920.0,12973,15,18.7,Low
18,Malleshwaram,2025,11,2025-11-01,44.1,18.5,12.25,867.0,11203,14,31.3,Medium
18,Malleshwaram,2025,12,2025-12-01,12.2,19.3,12.28,895.0,12292,10,17.8,Low
18,Malleshwaram,2026,1,2026-01-01,3.9,19.6,12.34,875.0,11347,20,21.8,Low
18,Malleshwaram,2026,2,2026-02-01,6.6,22.4,12.33,875.0,11951,19,31.5,Medium
18,Malleshwaram,2026,3,2026-03-01,15.0,23.7,12.51,1472.0,12165,24,53.5,Medium
18,Malleshwaram,2026,4,2026-04-01,35.0,28.3,12.64,1426.0,11611,26,58.4,High
18,Malleshwaram,2026,5,2026-05-01,103.9,30.2,12.79,1450.0,11675,25,50.4,Medium
18,Malleshwaram,2026,6,2026-06-01,93.0,29.8,12.81,913.0,11789,18,28.1,Low
19,Rajajinagar,2024,7,2024-07-01,72.5,29.1,11.98,858.0,13248,14,27.9,Low
19,Rajajinagar,2024,8,2024-08-01,112.3,27.9,11.71,897.0,11930,22,28.0,Low
19,Rajajinagar,2024,9,2024-09-01,161.6,24.1,11.47,859.0,12097,11,25.2,Low
19,Rajajinagar,2024,10,2024-10-01,146.8,20.7,11.22,885.0,13501,18,24.4,Low
19,Rajajinagar,2024,11,2024-11-01,53.3,20.0,11.26,885.0,13294,16,26.3,Low
19,Rajajinagar,2024,12,2024-12-01,10.3,17.7,11.33,905.0,12564,22,34.2,Medium
19,Rajajinagar,2025,1,2025-01-01,3.7,19.6,11.34,909.0,11906,23,35.5,Medium
19,Rajajinagar,2025,2,2025-02-01,7.7,20.8,11.37,933.0,12431,23,29.3,Low
19,Rajajinagar,2025,3,2025-03-01,14.5,24.1,11.58,1465.0,11694,30,47.2,Medium
19,Rajajinagar,2025,4,2025-04-01,36.7,27.1,11.74,1467.0,13133,33,57.7,High
19,Rajajinagar,2025,5,2025-05-01,92.7,29.6,11.88,1444.0,13077,37,65.5,High
19,Rajajinagar,2025,6,2025-06-01,84.2,29.8,11.89,901.0,12248,16,23.9,Low
19,Rajajinagar,2025,7,2025-07-01,86.3,30.0,11.89,875.0,11848,18,30.3,Medium
19,Rajajinagar,2025,8,2025-08-01,94.7,28.3,11.64,865.0,13051,22,40.5,Medium
19,Rajajinagar,2025,9,2025-09-01,137.4,25.2,11.39,863.0,12543,19,25.1,Low
19,Rajajinagar,2025,10,2025-10-01,156.4,20.8,11.2,874.0,13212,14,16.7,Low
19,Rajajinagar,2025,11,2025-11-01,50.1,18.7,11.21,913.0,13042,20,31.9,Medium
19,Rajajinagar,2025,12,2025-12-01,11.6,18.6,11.22,862.0,12574,12,22.5,Low
19,Rajajinagar,2026,1,2026-01-01,3.9,18.4,11.23,914.0,13234,13,17.8,Low
19,Rajajinagar,2026,2,2026-02-01,7.9,22.0,11.24,913.0,12570,18,15.5,Low
19,Rajajinagar,2026,3,2026-03-01,10.9,24.3,11.42,1385.0,13301,33,54.9,Medium
19,Rajajinagar,2026,4,2026-04-01,34.5,28.4,11.62,1444.0,12130,30,50.7,Medium
19,Rajajinagar,2026,5,2026-05-01,97.8,30.7,11.82,1448.0,12915,29,49.9,Medium
19,Rajajinagar,2026,6,2026-06-01,68.7,31.1,11.89,848.0,13383,19,34.1,Medium
20,Vijayanagar,2024,7,2024-07-01,77.2,30.5,12.32,955.0,13565,18,32.5,Medium
20,Vijayanagar,2024,8,2024-08-01,104.1,27.2,12.09,920.0,13929,18,25.2,Low
20,Vijayanagar,2024,9,2024-09-01,161.4,25.0,11.89,885.0,13575,21,26.9,Low
20,Vijayanagar,2024,10,2024-10-01,116.5,20.8,11.72,907.0,14003,16,34.9,Medium
20,Vijayanagar,2024,11,2024-11-01,53.0,19.1,11.72,920.0,14079,23,32.5,Medium
20,Vijayanagar,2024,12,2024-12-01,10.5,19.0,11.78,917.0,13591,26,29.4,Low
20,Vijayanagar,2025,1,2025-01-01,3.3,19.2,11.78,915.0,13424,15,31.3,Medium
20,Vijayanagar,2025,2,2025-02-01,6.1,21.7,11.85,937.0,13624,19,39.1,Medium
20,Vijayanagar,2025,3,2025-03-01,14.2,25.4,11.99,1399.0,12536,31,54.3,Medium
20,Vijayanagar,2025,4,2025-04-01,41.6,27.0,12.18,1431.0,12459,32,56.4,High
20,Vijayanagar,2025,5,2025-05-01,86.7,30.4,12.33,1429.0,12868,39,62.6,High
20,Vijayanagar,2025,6,2025-06-01,90.8,30.8,12.42,868.0,14059,19,31.5,Medium
20,Vijayanagar,2025,7,2025-07-01,81.1,29.5,12.42,946.0,12555,15,29.4,Low
20,Vijayanagar,2025,8,2025-08-01,112.7,28.5,12.19,886.0,13711,23,31.5,Medium
20,Vijayanagar,2025,9,2025-09-01,168.2,24.0,11.97,850.0,12827,22,23.3,Low
20,Vijayanagar,2025,10,2025-10-01,148.1,21.6,11.77,853.0,13509,21,24.3,Low
20,Vijayanagar,2025,11,2025-11-01,54.2,19.2,11.76,864.0,13026,13,15.5,Low
20,Vijayanagar,2025,12,2025-12-01,11.4,18.0,11.82,908.0,12778,22,25.1,Low
20,Vijayanagar,2026,1,2026-01-01,2.9,19.2,11.88,864.0,13928,16,27.1,Low
20,Vijayanagar,2026,2,2026-02-01,7.3,21.9,11.9,936.0,14271,17,32.9,Medium
20,Vijayanagar,2026,3,2026-03-01,12.1,24.0,12.12,1487.0,13087,31,61.7,High
20,Vijayanagar,2026,4,2026-04-01,33.1,28.1,12.3,1419.0,13013,36,55.2,High
20,Vijayanagar,2026,5,2026-05-01,105.5,29.4,12.47,1414.0,14269,36,56.7,High
20,Vijayanagar,2026,6,2026-06-01,66.7,31.0,12.51,901.0,13375,19,31.2,Medium
21,Basaveshwaranagar,2024,7,2024-07-01,89.6,29.4,13.37,950.0,12460,19,27.4,Low
21,Basaveshwaranagar,2024,8,2024-08-01,124.2,26.8,13.16,891.0,12148,13,19.5,Low
21,Basaveshwaranagar,2024,9,2024-09-01,145.6,24.1,12.93,893.0,13327,15,25.1,Low
21,Basaveshwaranagar,2024,10,2024-10-01,136.9,21.0,12.75,902.0,11925,20,38.7,Medium
21,Basaveshwaranagar,2024,11,2024-11-01,52.6,19.8,12.75,878.0,12943,21,21.8,Low
21,Basaveshwaranagar,2024,12,2024-12-01,9.4,18.1,12.84,901.0,12849,13,25.2,Low
21,Basaveshwaranagar,2025,1,2025-01-01,2.9,19.0,12.91,904.0,13397,13,37.3,Medium
21,Basaveshwaranagar,2025,2,2025-02-01,5.8,22.3,12.97,891.0,12635,17,37.6,Medium
21,Basaveshwaranagar,2025,3,2025-03-01,14.6,23.8,13.17,1455.0,12722,39,55.5,High
21,Basaveshwaranagar,2025,4,2025-04-01,37.0,28.3,13.37,1510.0,13514,28,62.7,High
21,Basaveshwaranagar,2025,5,2025-05-01,79.7,30.7,13.51,1492.0,13102,37,72.3,High
21,Basaveshwaranagar,2025,6,2025-06-01,72.3,30.4,13.53,891.0,13289,22,46.7,Medium
21,Basaveshwaranagar,2025,7,2025-07-01,74.6,30.7,13.54,930.0,12012,15,33.1,Medium
21,Basaveshwaranagar,2025,8,2025-08-01,119.3,28.0,13.33,941.0,13050,24,38.1,Medium
21,Basaveshwaranagar,2025,9,2025-09-01,153.5,24.7,13.12,888.0,13243,15,28.7,Low
21,Basaveshwaranagar,2025,10,2025-10-01,145.5,21.4,12.93,929.0,13896,12,28.2,Low
21,Basaveshwaranagar,2025,11,2025-11-01,41.4,20.1,13.0,962.0,12070,18,33.2,Medium
21,Basaveshwaranagar,2025,12,2025-12-01,12.0,17.7,13.02,940.0,12727,14,23.8,Low
21,Basaveshwaranagar,2026,1,2026-01-01,3.8,19.3,13.09,922.0,12157,18,31.3,Medium
21,Basaveshwaranagar,2026,2,2026-02-01,5.9,21.4,13.14,878.0,12102,19,38.3,Medium
21,Basaveshwaranagar,2026,3,2026-03-01,12.0,24.6,13.28,1508.0,13821,31,55.2,High
21,Basaveshwaranagar,2026,4,2026-04-01,34.8,27.5,13.46,1510.0,12866,35,70.0,High
21,Basaveshwaranagar,2026,5,2026-05-01,81.5,30.3,13.6,1488.0,13580,39,67.0,High
21,Basaveshwaranagar,2026,6,2026-06-01,82.0,31.0,13.59,906.0,12201,21,38.7,Medium
22,RR Nagar,2024,7,2024-07-01,83.4,29.4,14.15,943.0,14754,28,47.3,Medium
22,RR Nagar,2024,8,2024-08-01,88.8,27.7,13.97,983.0,15018,28,49.6,Medium
22,RR Nagar,2024,9,2024-09-01,161.1,25.8,13.71,943.0,14901,18,42.1,Medium
22,RR Nagar,2024,10,2024-10-01,144.3,21.8,13.49,979.0,14194,25,42.0,Medium
22,RR Nagar,2024,11,2024-11-01,37.9,19.4,13.55,977.0,14848,23,53.0,Medium
22,RR Nagar,2024,12,2024-12-01,11.1,19.4,13.57,986.0,15781,24,31.3,Medium
22,RR Nagar,2025,1,2025-01-01,3.1,20.1,13.65,921.0,15243,29,48.1,Medium
22,RR Nagar,2025,2,2025-02-01,7.4,22.1,13.66,954.0,14421,22,37.6,Medium
22,RR Nagar,2025,3,2025-03-01,14.2,25.2,13.89,1516.0,15229,37,56.6,High
22,RR Nagar,2025,4,2025-04-01,34.0,27.8,14.07,1540.0,14675,43,80.9,Critical
22,RR Nagar,2025,5,2025-05-01,81.0,30.7,14.28,1534.0,13891,35,73.8,High
22,RR Nagar,2025,6,2025-06-01,67.5,31.4,14.3,936.0,14341,29,52.5,Medium
22,RR Nagar,2025,7,2025-07-01,73.9,30.6,14.3,989.0,14045,29,53.8,Medium
22,RR Nagar,2025,8,2025-08-01,118.3,28.3,14.08,926.0,15409,28,36.7,Medium
22,RR Nagar,2025,9,2025-09-01,161.5,25.7,13.85,992.0,15792,22,40.5,Medium
22,RR Nagar,2025,10,2025-10-01,104.7,21.4,13.64,969.0,15580,29,57.4,High
22,RR Nagar,2025,11,2025-11-01,47.4,20.0,13.72,948.0,15047,28,49.1,Medium
22,RR Nagar,2025,12,2025-12-01,8.9,18.2,13.78,913.0,14188,24,40.8,Medium
22,RR Nagar,2026,1,2026-01-01,3.1,19.8,13.79,953.0,14350,22,44.4,Medium
22,RR Nagar,2026,2,2026-02-01,5.6,21.2,13.83,901.0,15705,26,48.1,Medium
22,RR Nagar,2026,3,2026-03-01,12.0,25.0,13.99,1548.0,14476,36,63.9,High
22,RR Nagar,2026,4,2026-04-01,30.2,27.9,14.16,1530.0,14024,36,69.3,High
22,RR Nagar,2026,5,2026-05-01,82.5,29.8,14.31,1558.0,14901,46,84.1,Critical
22,RR Nagar,2026,6,2026-06-01,89.8,29.9,14.38,954.0,15649,26,41.0,Medium
23,Kengeri,2024,7,2024-07-01,83.8,29.8,16.45,1056.0,15212,27,49.6,Medium
23,Kengeri,2024,8,2024-08-01,117.8,28.6,16.22,1036.0,15331,20,50.6,Medium
23,Kengeri,2024,9,2024-09-01,131.2,25.0,16.04,968.0,16353,27,47.0,Medium
23,Kengeri,2024,10,2024-10-01,104.4,22.3,15.85,1033.0,15288,21,54.3,Medium
23,Kengeri,2024,11,2024-11-01,46.4,20.7,15.93,1013.0,16320,30,46.5,Medium
23,Kengeri,2024,12,2024-12-01,9.2,18.6,15.94,954.0,16028,27,52.2,Medium
23,Kengeri,2025,1,2025-01-01,2.8,19.3,15.98,1013.0,15306,20,53.6,Medium
23,Kengeri,2025,2,2025-02-01,6.3,22.2,16.04,1027.0,15611,29,47.2,Medium
23,Kengeri,2025,3,2025-03-01,13.7,24.1,16.25,1590.0,14613,45,77.6,Critical
23,Kengeri,2025,4,2025-04-01,33.8,28.3,16.43,1621.0,14713,40,87.5,Critical
23,Kengeri,2025,5,2025-05-01,87.6,31.0,16.58,1641.0,16268,45,89.2,Critical
23,Kengeri,2025,6,2025-06-01,70.8,31.8,16.63,1021.0,14686,20,52.8,Medium
23,Kengeri,2025,7,2025-07-01,79.4,31.0,16.67,1041.0,16247,24,51.4,Medium
23,Kengeri,2025,8,2025-08-01,107.5,28.0,16.41,982.0,16109,22,42.5,Medium
23,Kengeri,2025,9,2025-09-01,165.9,25.6,16.23,1049.0,16429,26,50.9,Medium
23,Kengeri,2025,10,2025-10-01,115.2,21.1,15.97,1022.0,15414,24,47.1,Medium
23,Kengeri,2025,11,2025-11-01,45.6,18.9,16.03,1041.0,15076,26,52.9,Medium
23,Kengeri,2025,12,2025-12-01,8.7,19.1,16.09,989.0,15073,25,45.0,Medium
23,Kengeri,2026,1,2026-01-01,2.8,19.2,16.16,998.0,16120,22,55.8,High
23,Kengeri,2026,2,2026-02-01,7.2,21.9,16.2,986.0,15543,22,46.1,Medium
23,Kengeri,2026,3,2026-03-01,13.3,25.6,16.35,1618.0,14966,46,74.6,High
23,Kengeri,2026,4,2026-04-01,29.5,27.0,16.53,1574.0,15604,40,86.8,Critical
23,Kengeri,2026,5,2026-05-01,99.5,30.2,16.71,1678.0,15384,45,80.7,Critical
23,Kengeri,2026,6,2026-06-01,66.5,31.5,16.79,999.0,15369,26,55.2,High
24,Nagarbhavi,2024,7,2024-07-01,86.3,30.7,14.44,972.0,13692,23,40.1,Medium
24,Nagarbhavi,2024,8,2024-08-01,93.4,28.7,14.23,1003.0,14832,22,44.0,Medium
24,Nagarbhavi,2024,9,2024-09-01,138.7,24.8,13.97,936.0,13446,19,47.4,Medium
